iter	Logloss	F1
506	0.1471893404	0.9667626689
507	0.147042217	0.9670261227
508	0.1469570122	0.9672897202
509	0.1468689899	0.9667626689
510	0.1467755061	0.9667626689
511	0.1467110865	0.9670261227
512	0.1466295866	0.9672897202
513	0.1455581154	0.9667626689
514	0.144575463	0.9672897202
515	0.1444748145	0.9675534614
516	0.1438401933	0.9670261227
517	0.1435972496	0.9672897202
518	0.1433880968	0.9670261227
519	0.1430877367	0.9680813755
520	0.1429994946	0.9680813755
521	0.1426892192	0.9680813755
522	0.142609838	0.9683455486
523	0.1414007878	0.9688743277
524	0.1413223617	0.9688743277
525	0.1408816011	0.968609866
526	0.1405118163	0.9680813755
527	0.140050355	0.9691389338
528	0.1398829883	0.9691389338
529	0.139835064	0.9691389338
530	0.1396876142	0.96966858
531	0.1393863776	0.9699336202
532	0.1391350264	0.9704641355
533	0.1389034868	0.9701988053
534	0.1377724651	0.9704641355
535	0.1374641126	0.9704641355
536	0.1373593117	0.9704641355
537	0.1363735264	0.9709952315
538	0.1355338432	0.9712609975
539	0.1353565392	0.9707296109
540	0.1347898364	0.9709952315
541	0.1343881451	0.9712609975
542	0.1343565926	0.9712609975
543	0.1339472929	0.9712609975
544	0.1337231165	0.9712609975
545	0.1333440376	0.9715269091
546	0.1332513103	0.9715269091
547	0.131987271	0.9720591693
548	0.1316016447	0.9720591693
549	0.1315465685	0.9720591693
550	0.1307473361	0.972858654
551	0.1306354025	0.9731254412
552	0.1303047037	0.9731254412
553	0.1302374303	0.9731254412
554	0.1299199868	0.9733923748
555	0.1298853179	0.9731254412
556	0.129253545	0.9731254412
557	0.1290111364	0.9731254412
558	0.1287621153	0.9731254412
559	0.128550795	0.9736594548
560	0.128380659	0.9736594548
561	0.1280810352	0.9741940549
562	0.1279133184	0.9739266815
563	0.1276337147	0.9739266815
564	0.1275260507	0.9739266815
565	0.1264637081	0.9747292423
566	0.1262378758	0.9747292423
567	0.1261917836	0.9747292423
568	0.1261163398	0.9747292423
569	0.125397692	0.9752650181
570	0.1252889199	0.9752650181
571	0.1252275482	0.9755331269
572	0.1247823297	0.9758013832
573	0.1246486821	0.9758013832
574	0.1245929004	0.9758013832
575	0.1245310067	0.9758013832
576	0.1245190854	0.9758013832
577	0.1244917339	0.9758013832
578	0.1244085263	0.9758013832
579	0.1241650817	0.976069787
580	0.1240509499	0.9758013832
581	0.124018737	0.9758013832
582	0.1238253018	0.976069787
583	0.1237822442	0.9758013832
584	0.1232057425	0.9758013832
585	0.1230063833	0.976069787
586	0.1229137148	0.9755331269
587	0.1226150382	0.9758013832
588	0.1224359385	0.9752650181
589	0.1223180793	0.9752650181
590	0.1221346086	0.9752650181
591	0.1218462539	0.9755331269
592	0.1218056286	0.9755331269
593	0.121629296	0.9755331269
594	0.1214465335	0.9755331269
595	0.1212855345	0.9755331269
596	0.1209004748	0.9758013832
597	0.1208764024	0.9758013832
598	0.1208309624	0.976069787
599	0.1207834296	0.976069787
600	0.1204910482	0.9758013832
601	0.1203356181	0.9755331269
602	0.1197476631	0.9755331269
603	0.119693344	0.9755331269
604	0.1195903038	0.976069787
605	0.1194653854	0.976069787
606	0.1192301316	0.9758013832
607	0.1191707256	0.9758013832
608	0.1191012296	0.9758013832
609	0.1190513582	0.9755331269
610	0.1189202601	0.9758013832
611	0.1187597062	0.9755331269
612	0.1185915586	0.9758013832
613	0.1185740884	0.9758013832
614	0.1185148507	0.9758013832
615	0.118503296	0.9758013832
616	0.118397023	0.9758013832
617	0.1180966914	0.9758013832
618	0.1170414407	0.9771448806
619	0.1170208217	0.9771448806
620	0.1169851427	0.9771448806
621	0.1168631503	0.9774140241
622	0.1166507438	0.977683316
623	0.1164622415	0.977683316
624	0.1164264385	0.977683316
625	0.1163785097	0.977683316
626	0.1161744312	0.977683316
627	0.1155596413	0.9784920826
628	0.1153270347	0.9779527563
629	0.1152964699	0.9779527563
630	0.1151080615	0.9779527563
631	0.1149633871	0.9779527563
632	0.114536849	0.9782223451
633	0.1141507553	0.9787619689
634	0.1136603867	0.9787619689
635	0.113608776	0.9790320041
636	0.1132773337	0.9787619689
637	0.1131616433	0.9787619689
638	0.1131356573	0.9787619689
639	0.113057641	0.9787619689
640	0.1124597703	0.9798430046
641	0.1123672969	0.9798430046
642	0.1123350907	0.9798430046
643	0.1117690581	0.9798430046
644	0.1115961234	0.9801136367
645	0.1113518845	0.9806553497
646	0.1110318177	0.9809264308
647	0.1109408188	0.9811976619
648	0.1108414997	0.9811976619
649	0.1103557821	0.9817405742
650	0.1100322436	0.9814690429
651	0.1099591952	0.9814690429
652	0.1098027009	0.9817405742
653	0.109601466	0.9814690429
654	0.1090850868	0.9811976619
655	0.1088124394	0.9820122557
656	0.1086139834	0.9814690429
657	0.1085384623	0.9814690429
658	0.1079787089	0.9820122557
659	0.107742056	0.9820122557
660	0.1075010039	0.9820122557
661	0.1074536258	0.9820122557
662	0.1074340909	0.9820122557
663	0.1071944658	0.9820122557
664	0.1063669968	0.9820122557
665	0.1055043294	0.9820122557
666	0.1049914728	0.9822840876
667	0.1049210892	0.9822840876
668	0.1044318781	0.9820122557
669	0.104278538	0.9822840876
670	0.1036522028	0.9820122557
671	0.1031152684	0.9820122557
672	0.1028748831	0.9822840876
673	0.1025523255	0.9825560701
674	0.1024648784	0.9828282032
675	0.1023491341	0.9831004871
676	0.1023088701	0.9831004871
677	0.1021895452	0.9833729219
678	0.1018965255	0.984191133
679	0.1018214657	0.9836455077
680	0.101725552	0.9839182447
681	0.1016232306	0.984191133
682	0.1015822996	0.984191133
683	0.1014783847	0.984191133
684	0.1014311983	0.984191133
685	0.1012864579	0.9839182447
686	0.101156512	0.9839182447
687	0.1007894493	0.984191133
688	0.1006728402	0.984191133
689	0.1005898234	0.984191133
690	0.1005647757	0.984191133
691	0.1002431517	0.984191133
692	0.1001278912	0.9839182447
693	0.100035185	0.9839182447
694	0.0997694811	0.9833729219
695	0.09957194424	0.9839182447
696	0.09904117065	0.9839182447
697	0.09895193465	0.9839182447
698	0.09856245086	0.9831004871
699	0.0983937396	0.9831004871
700	0.09823647053	0.9833729219
701	0.09785851955	0.9839182447
702	0.09774579784	0.9839182447
703	0.09764166001	0.9839182447
704	0.09750002864	0.9839182447
705	0.09715225359	0.984191133
706	0.09706961177	0.984191133
707	0.09653694373	0.9839182447
708	0.09585575752	0.9839182447
709	0.09578401534	0.9839182447
710	0.0957563369	0.9839182447
711	0.09562479989	0.9839182447
712	0.09554196485	0.9839182447
713	0.09545188697	0.9836455077
714	0.09536033902	0.9839182447
715	0.09505168685	0.984191133
716	0.0947836242	0.9836455077
717	0.09475109145	0.9836455077
718	0.09463752314	0.9836455077
719	0.09444735034	0.9836455077
720	0.09404380053	0.984191133
721	0.09388770397	0.9839182447
722	0.09340833762	0.9839182447
723	0.09322648071	0.984191133
724	0.09320427544	0.9839182447
725	0.09309302025	0.9844641727
726	0.09276737608	0.984191133
727	0.09273579792	0.9839182447
728	0.09220422744	0.984191133
729	0.09187086207	0.984191133
730	0.09165588969	0.984191133
731	0.09158693958	0.984191133
732	0.0914120823	0.984191133
733	0.09133157002	0.984191133
734	0.09128385418	0.984191133
735	0.09107683708	0.984191133
736	0.09075402958	0.984191133
737	0.09068406185	0.984191133
738	0.09061802638	0.984191133
739	0.09055751944	0.984191133
740	0.09053067117	0.984191133
741	0.09032418438	0.984191133
742	0.09010067215	0.984191133
743	0.08980047865	0.984737364
744	0.0896423551	0.984737364
745	0.08949289753	0.984737364
746	0.08942592706	0.984737364
747	0.08936146592	0.984737364
748	0.08917333576	0.9844641727
749	0.08915749754	0.9844641727
750	0.0891139217	0.9844641727
751	0.08908841189	0.984737364
752	0.088967402	0.9844641727
753	0.08859881091	0.984737364
754	0.08850904385	0.984737364
755	0.08825808932	0.984737364
756	0.08800445823	0.9852842016
757	0.08777874853	0.9852842016
758	0.08774512524	0.9852842016
759	0.08743039537	0.9852842016
760	0.08734992271	0.9852842016
761	0.08729479803	0.9852842016
762	0.08718064506	0.9852842016
763	0.08709026671	0.9852842016
764	0.08670229527	0.9852842016
765	0.08664030371	0.9852842016
766	0.0865833872	0.9852842016
767	0.0865074568	0.9852842016
768	0.08624054809	0.9858316469
769	0.08618172213	0.9858316469
770	0.08615025779	0.9858316469
771	0.08605186147	0.9855578482
772	0.0860103404	0.9855578482
773	0.08596969464	0.9855578482
774	0.08577589347	0.9858316469
775	0.08554264991	0.9858316469
776	0.08529679804	0.9858316469
777	0.08508524022	0.9858316469
778	0.08506119593	0.9858316469
779	0.08495004103	0.9858316469
780	0.08489355544	0.9858316469
781	0.08474822119	0.9858316469
782	0.08471436871	0.9858316469
783	0.08464526604	0.9858316469
784	0.08453715203	0.9858316469
785	0.0844800234	0.9858316469
786	0.08444295441	0.9858316469
787	0.08435902153	0.9858316469
788	0.08415358056	0.9858316469
789	0.08402376435	0.9858316469
790	0.08396338938	0.9861055977
791	0.08390537111	0.9861055977
792	0.08339959191	0.9861055977
793	0.08328626147	0.9861055977
794	0.08311542935	0.9861055977
795	0.08307603249	0.9861055977
796	0.08296693916	0.9861055977
797	0.08288648364	0.9861055977
798	0.08284364493	0.9861055977
799	0.08279720719	0.9861055977
800	0.08269189862	0.9861055977
801	0.08263648272	0.9861055977
802	0.08227771368	0.9863797008
803	0.08214620745	0.9863797008
804	0.08203950069	0.9863797008
805	0.08178739164	0.9866539564
806	0.08162714781	0.9866539564
807	0.08158712267	0.9866539564
808	0.08139521747	0.9869283645
809	0.08129131136	0.9869283645
810	0.08108613091	0.9869283645
811	0.08104567751	0.9869283645
812	0.08075541644	0.9869283645
813	0.08048068815	0.9869283645
814	0.08041311384	0.9872029253
815	0.08026941251	0.9872029253
816	0.08002116717	0.9872029253
817	0.0799322994	0.9872029253
818	0.0798304033	0.9872029253
819	0.0797508973	0.9872029253
820	0.07961858556	0.9869283645
821	0.07956807933	0.9869283645
822	0.07936253898	0.9869283645
823	0.07906524003	0.9872029253
824	0.07858185295	0.9874776389
825	0.07834701393	0.9877525054
826	0.07824692265	0.9877525054
827	0.07810488801	0.9877525054
828	0.07807525353	0.9877525054
829	0.07799297918	0.988027525
830	0.077877838	0.9885780238
831	0.07779467239	0.9885780238
832	0.07752236237	0.9885780238
833	0.07747454299	0.9885780238
834	0.07742343666	0.9885780238
835	0.07735743728	0.9885780238
836	0.0772836985	0.9885780238
837	0.07720838237	0.9885780238
838	0.0766207403	0.9883026977
839	0.07630094938	0.988027525
840	0.0761555379	0.988027525
841	0.07593379572	0.9877525054
842	0.07548087871	0.988027525
843	0.07523840905	0.988027525
844	0.07516232733	0.988027525
845	0.07507627706	0.9883026977
846	0.07503516012	0.9883026977
847	0.07501660985	0.9883026977
848	0.07478971062	0.9888535034
849	0.07474663448	0.9885780238
850	0.07466749631	0.9885780238
851	0.0745375965	0.9885780238
852	0.07451622596	0.9888535034
853	0.07427624138	0.9888535034
854	0.07420036715	0.9885780238
855	0.07412631011	0.9885780238
856	0.0739640639	0.9885780238
857	0.0738723224	0.9885780238
858	0.07380251129	0.9885780238
859	0.07376983899	0.9885780238
860	0.07369499023	0.9885780238
861	0.07366166008	0.9885780238
862	0.07356379906	0.9885780238
863	0.0735260798	0.9885780238
864	0.07346010199	0.9885780238
865	0.07343316693	0.9885780238
866	0.07337444107	0.9885780238
867	0.07301562559	0.9885780238
868	0.07293906267	0.9888535034
869	0.07293484916	0.9888535034
870	0.07285596129	0.9885780238
871	0.07268183431	0.9883026977
872	0.07266519486	0.9883026977
873	0.07251802744	0.9883026977
874	0.0724465001	0.9885780238
875	0.07235433467	0.9885780238
876	0.07207811604	0.9888535034
877	0.0718560695	0.9888535034
878	0.07185172346	0.9888535034
879	0.0717675044	0.9888535034
880	0.07169560931	0.9888535034
881	0.07167288209	0.9888535034
882	0.0716489396	0.9888535034
883	0.07161676108	0.9885780238
884	0.07158561477	0.9885780238
885	0.07154981098	0.9885780238
886	0.07139181238	0.9883026977
887	0.0712263932	0.9885780238
888	0.07118108632	0.9885780238
889	0.0710065499	0.9888535034
890	0.07084748384	0.9888535034
891	0.07069909252	0.9891291365
892	0.07057556945	0.9885780238
893	0.0701365388	0.9888535034
894	0.06988409474	0.9888535034
895	0.06965370997	0.9885780238
896	0.06950166236	0.9888535034
897	0.06933446561	0.9888535034
898	0.06907227313	0.9888535034
899	0.06884826656	0.9891291365
900	0.06878809939	0.9888535034
901	0.06872674649	0.9888535034
902	0.06864641775	0.9888535034
903	0.06854292682	0.9891291365
904	0.06851941852	0.9891291365
905	0.06821182434	0.9891291365
906	0.06806143132	0.9894049233
907	0.06795175494	0.9894049233
908	0.0674326436	0.9894049233
909	0.0673982275	0.9894049233
910	0.06719180758	0.989680864
911	0.0669720622	0.9894049233
912	0.06692710723	0.9899569586
913	0.0667359	0.9899569586
914	0.06671378653	0.9899569586
915	0.06649218156	0.9899569586
916	0.06632962815	0.989680864
917	0.06611210238	0.9899569586
918	0.06597211256	0.989680864
919	0.06594492146	0.989680864
920	0.06553807032	0.9899569586
921	0.06544864863	0.989680864
922	0.06539343356	0.989680864
923	0.06522886704	0.9902332073
924	0.06516391378	0.9902332073
925	0.06511515324	0.9902332073
926	0.06506549187	0.989680864
927	0.06497855324	0.9899569586
928	0.06493888871	0.9902332073
929	0.06491235103	0.9902332073
930	0.0648733215	0.9905096102
931	0.06475151533	0.9905096102
932	0.06472839932	0.9905096102
933	0.06445546077	0.9905096102
934	0.06443739576	0.9905096102
935	0.0643312864	0.9905096102
936	0.06426162137	0.9905096102
937	0.06411092241	0.9905096102
938	0.06401145576	0.9905096102
939	0.06382609545	0.9902332073
940	0.06375117403	0.9902332073
941	0.06373840212	0.9902332073
942	0.06363813636	0.9902332073
943	0.06362719293	0.9902332073
944	0.06340565515	0.9905096102
945	0.06322906568	0.9905096102
946	0.06300521245	0.9905096102
947	0.06293917901	0.9905096102
948	0.0627549096	0.9905096102
949	0.06268890567	0.9902332073
950	0.06256356874	0.9905096102
951	0.06244057461	0.9907861674
952	0.06219505441	0.9907861674
953	0.06217142426	0.9907861674
954	0.06211906787	0.9905096102
955	0.06206720076	0.9905096102
956	0.06197844867	0.9913397455
957	0.06191257034	0.9910628792
958	0.061798968	0.9910628792
959	0.06174729873	0.9907861674
960	0.06168246174	0.9907861674
961	0.06164160563	0.9910628792
962	0.06146021062	0.9913397455
963	0.0614427686	0.9913397455
964	0.06142705379	0.9913397455
965	0.06137581418	0.9913397455
966	0.06136344038	0.9913397455
967	0.06125685208	0.9916167666
968	0.06122585924	0.9916167666
969	0.06112607328	0.9918939426
970	0.06110866721	0.9918939426
971	0.06108713472	0.9918939426
972	0.06088609288	0.9916167666
973	0.06076310538	0.9916167666
974	0.06071204376	0.9916167666
975	0.06044126241	0.9916167666
976	0.06042096989	0.9916167666
977	0.06034160534	0.9916167666
978	0.06023792535	0.9918939426
979	0.0601823577	0.9918939426
980	0.06013408164	0.9918939426
981	0.05994907516	0.9918939426
982	0.05971770455	0.9918939426
983	0.05958130826	0.9918939426
984	0.05944066749	0.9918939426
985	0.05937207065	0.9918939426
986	0.05925497806	0.9918939426
987	0.05923328032	0.9918939426
988	0.05883291313	0.9916167666
989	0.05865207384	0.9918939426
990	0.05860702919	0.9921712735
991	0.05851768569	0.9918939426
992	0.05844066724	0.9918939426
993	0.05818570874	0.9916167666
994	0.05802569642	0.9916167666
995	0.05780340029	0.9916167666
996	0.05776225415	0.9916167666
997	0.05766504715	0.9916167666
998	0.05759055235	0.9916167666
999	0.05743860889	0.9913397455
